value_0,value_1,value_2,result
220,418,958,false
682,422,137,false
801,100,847,false
502,792,534,false
na,798,959,true
415,158,479,false
201,197,na,false
393,859,243,false
288,911,473,false
918,768,778,true
na,552,849,false
124,923,887,false
64,423,702,false
791,882,211,false
352,803,na,false
96,246,766,false
684,885,177,false
654,na,543,false
644,441,na,false
na,188,610,false
154,678,62,false
342,515,587,false
642,270,74,false
576,517,653,false
135,95,na,false
14,57,na,false
920,62,286,false
295,na,964,false
837,107,442,false
687,991,473,false
994,10,826,false
847,318,986,false
424,na,776,false
430,312,720,false
706,na,994,true
617,913,na,false
822,552,176,false
658,753,777,true
571,19,497,false
931,677,6,false
571,876,442,false
780,417,940,false
470,706,371,false
na,955,763,false
169,168,588,false
na,183,151,false
996,837,na,true
611,704,789,false
478,522,na,false
87,178,na,false
na,277,459,false
924,na,190,false
694,463,776,false
62,320,291,false
253,na,373,false
132,200,922,false
57,101,92,false
19,18,22,false
381,349,287,false
676,808,260,false
487,777,245,false
789,652,386,false
664,935,446,false
63,322,326,false
257,281,na,false
463,946,542,false
728,925,299,false
684,419,683,false
579,778,97,false
713,821,391,false
624,720,66,false
972,440,610,false
671,160,909,false
962,542,207,false
892,380,903,false
954,442,641,false
379,248,283,false
63,729,687,false
4,676,140,false
164,404,345,false
894,na,328,false
132,18,749,false
na,52,231,false
110,445,189,false
388,576,720,false
579,896,950,false
753,20,549,false
785,816,456,false
706,709,602,false
988,962,630,false
422,456,65,false
374,251,661,false
318,540,850,false
327,3,435,false
325,426,811,false
183,na,866,false
222,na,114,false
44,na,841,false
406,502,na,false
646,291,320,false
800,519,927,false
188,669,498,false
214,763,271,false
408,772,35,false
426,na,466,false
958,324,837,false
16,421,196,false
314,990,885,false
870,453,801,false
408,254,217,false
63,636,30,false
469,385,532,false
725,701,199,false
52,678,na,false
285,944,352,false
441,234,223,false
914,568,322,false
731,484,400,false
389,719,268,false
21,797,706,false
na,383,879,false
874,90,514,false
501,898,543,false
929,157,na,false
na,482,494,false
173,661,945,false
963,403,930,false
815,10,874,false
663,441,649,false
na,131,831,false
162,492,807,false
440,na,428,false
978,344,769,false
458,489,720,false
37,380,117,false
404,912,741,false
240,992,18,false
577,243,636,false
313,530,384,false
286,165,910,false
551,106,1,false
822,155,888,false
972,891,369,false
18,221,629,false
459,0,783,false
815,723,430,false
674,121,113,false
964,449,426,false
753,413,443,false
na,37,181,false
na,192,327,false
na,714,878,true
340,950,812,false
854,997,433,false
875,730,148,false
228,662,606,false
716,405,331,false
264,162,391,false
2,1,232,false
na,301,927,false
930,388,na,false
69,556,875,false
98,535,572,false
944,379,366,false
681,369,125,false
181,461,606,false
983,na,991,false
881,78,606,false
634,389,709,false
806,135,933,false
49,922,317,false
80,673,270,false
896,708,124,false
314,230,365,false
915,275,375,false
722,836,6,false
na,777,171,false
793,488,na,false
751,529,823,false
355,988,804,false
294,75,146,false
na,43,214,false
388,na,647,false
748,532,114,false
919,na,909,true
109,884,48,false
676,634,730,false
880,555,732,false
661,912,49,false
na,409,325,false
29,332,936,false
245,249,na,false
375,899,106,false
383,585,854,false
295,950,934,false
131,689,899,false
323,23,521,false
681,796,431,false
829,685,204,false
943,217,408,false
688,832,340,false
357,12,599,false
57,708,45,false
205,176,678,false
na,766,177,false
na,907,46,false
344,924,33,false
669,na,627,false
134,275,544,false
525,66,128,false
571,na,617,false
327,412,844,false
76,733,101,false
885,933,389,false
876,na,508,false
420,na,203,false
375,326,511,false
787,na,792,true
64,632,612,false
870,482,854,false
641,83,121,false
207,99,708,false
984,795,836,true
565,13,244,false
694,36,984,false
436,345,626,false
669,775,811,true
221,na,723,false
740,na,822,true
216,459,522,false
na,608,970,false
927,192,525,false
281,215,436,false
505,837,102,false
617,305,357,false
413,670,314,false
162,78,487,false
962,474,22,false
88,109,436,false
994,na,214,false
393,694,980,false
na,778,478,false
225,na,221,false
na,719,917,false
933,75,724,false
581,890,na,false
908,971,348,false
na,146,260,false
623,953,617,false
637,669,na,false
629,328,537,false
543,117,898,false
864,635,693,false
531,132,342,false
910,207,178,false
767,781,235,false
972,355,115,false
903,416,864,false
na,474,718,false
57,na,836,false
770,na,104,false
352,378,648,false
402,na,558,false
329,485,438,false
880,897,135,false
758,399,na,false
819,na,359,false
629,na,799,false
688,308,719,false
na,771,183,false
845,913,178,false
549,640,559,false
964,725,na,true
160,727,417,false
533,858,147,false
na,546,613,false
840,123,149,false
769,507,203,false
809,511,712,false
907,469,654,false
499,492,182,false
188,925,na,false
724,na,618,false
833,135,88,false
552,346,947,false
593,556,na,false
824,327,333,false
176,996,191,false
145,426,536,false
768,na,426,false
996,153,316,false
683,142,883,false
359,495,449,false
972,na,662,true
258,606,974,false
310,315,102,false
87,259,713,false
889,61,968,false
90,na,280,false
199,265,779,false
520,947,na,false
38,466,498,false
676,338,254,false
5,11,860,false
463,na,862,false
na,406,904,false
938,90,577,false
na,626,204,false
416,189,368,false
612,887,414,false
898,643,798,false
744,191,669,false
na,380,886,false
938,983,784,true
306,42,711,false
895,207,218,false
490,431,351,false
785,931,871,true
428,283,251,false
228,210,400,false
831,807,81,false
12,6,na,false
173,481,733,false
3,332,168,false
na,36,745,false
912,345,683,false
na,183,617,false
552,894,310,false
914,300,349,false
951,150,591,false
424,168,79,false
95,78,614,false
158,567,729,false
661,na,520,false
na,619,248,false
263,221,12,false
318,200,635,false
533,976,244,false
46,894,na,false
904,182,722,false
879,426,918,false
81,330,144,false
964,965,480,false
168,68,719,false
608,385,932,false
997,224,165,false
294,590,255,false
591,406,869,false
na,531,9,false
295,730,na,false
282,554,616,false
546,130,na,false
299,482,271,false
610,422,79,false
364,524,274,false
305,384,940,false
116,130,608,false
447,744,735,false
931,287,956,false
76,74,468,false
603,901,724,false
118,473,na,false
251,269,516,false
147,753,na,false
594,36,132,false
650,637,607,false
293,622,746,false
425,682,279,false
180,729,686,false
814,na,917,false
943,109,50,false
723,965,845,true
965,111,442,false
190,577,926,false
151,766,134,false
168,251,296,false
774,422,857,false
na,352,335,false
67,922,944,false
654,916,745,true
965,633,240,false
205,709,397,false
334,9,390,false
338,na,236,false
942,114,467,false
803,55,147,false
150,na,253,false
781,474,na,false
619,185,636,false
540,725,na,false
296,144,933,false
262,863,19,false
895,722,97,false
17,763,145,false
212,253,na,false
231,259,655,false
607,755,919,false
527,460,454,false
na,392,383,false
723,120,292,false
na,471,281,false
459,649,96,false
483,769,743,false
223,427,898,false
937,495,914,false
na,300,115,false
542,154,415,false
241,868,382,false
11,853,859,false
256,418,na,false
243,595,na,false
456,885,875,false
35,na,705,false
105,594,781,false
868,938,497,false
na,762,627,false
60,727,751,false
899,537,875,false
967,359,670,false
709,667,980,true
710,881,538,false
782,803,175,false
84,807,234,false
786,641,597,false
242,978,151,false
680,125,na,false
258,925,523,false
745,203,na,false
16,128,70,false
861,350,371,false
na,378,38,false
373,109,905,false
564,228,810,false
610,na,156,false
384,957,533,false
na,204,445,false
826,526,206,false
633,725,287,false
967,745,168,false
974,138,339,false
588,978,520,false
na,729,666,false
564,81,na,false
795,578,770,false
663,486,212,false
944,na,542,false
na,655,757,true
na,895,666,false
997,885,887,true
574,321,35,false
100,132,47,false
361,582,882,false
527,649,971,false
278,982,393,false
361,297,643,false
610,715,904,false
948,346,176,false
na,951,850,true
899,991,458,false
783,na,710,true
868,562,399,false
890,208,na,false
891,925,288,false
965,320,829,false
990,201,381,false
3,253,414,false
520,281,269,false
na,176,764,false
157,351,661,false
922,324,972,false
38,52,651,false
454,362,605,false
962,47,601,false
928,448,851,false
910,533,258,false
200,142,405,false
770,508,942,false
512,425,736,false
409,237,501,false
625,na,448,false
75,na,968,false
176,216,294,false
na,524,880,false
458,868,979,false
680,366,219,false
987,656,308,false
803,215,763,false
463,639,570,false
410,110,233,false
145,638,890,false
239,812,na,false
438,896,736,false
802,718,186,false
489,384,852,false
90,711,723,false
387,267,530,false
90,120,865,false
969,414,191,false
16,188,na,false
281,849,267,false
630,952,537,false
267,689,282,false
477,259,904,false
88,na,904,false
301,169,683,false
519,967,495,false
na,321,331,false
651,647,na,false
846,682,117,false
442,697,578,false
369,710,49,false
188,704,881,false
905,641,615,false
na,825,887,false
202,112,937,false
31,994,92,false
561,139,481,false
23,548,908,false
105,19,98,false
969,474,967,false
207,204,31,false
544,464,171,false
626,310,195,false
183,390,122,false
43,672,210,false
611,470,741,false
428,149,21,false
na,35,161,false
738,404,84,false
106,363,793,false
na,315,551,false
693,76,477,false
799,na,265,false
619,836,691,false
676,456,na,false
984,796,831,true
26,889,671,false
447,282,630,false
690,696,858,true
130,245,437,false
214,405,35,false
940,824,na,false
532,519,727,false
151,579,329,false
58,652,205,false
520,513,976,false
598,948,178,false
590,94,234,false
675,615,na,false
346,958,772,false
na,545,511,false
907,948,703,true
193,942,na,false
514,114,55,false
712,na,527,false
465,618,378,false
465,728,640,false
133,138,271,false
550,na,173,false
311,na,12,false
916,na,49,false
401,686,571,false
441,641,223,false
58,124,663,false
556,674,761,false
925,10,597,false
103,688,429,false
56,965,969,false
198,917,722,false
981,862,472,false
542,600,723,false
37,536,778,false
135,342,612,false
526,47,817,false
na,21,171,false
985,518,571,false
683,657,822,true
200,489,779,false
675,521,778,false
126,319,85,false
807,190,698,false
352,11,225,false
750,750,453,false
819,183,200,false
na,266,454,false
793,572,915,false
741,97,749,false
465,na,758,false
196,794,802,false
714,859,825,true
183,69,399,false
605,694,350,false
372,na,925,false
931,136,116,false
3,599,971,false
923,917,na,true
na,401,199,false
625,329,716,false
833,na,733,false
586,786,391,false
782,57,276,false
862,768,792,true
880,386,34,false
362,285,567,false
628,892,17,false
503,302,555,false
267,na,64,false
268,na,123,false
242,241,324,false
885,379,281,false
442,895,7,false
154,70,532,false
598,na,742,false
351,979,455,false
564,972,490,false
899,na,743,true
236,638,233,false
833,515,na,false
638,na,722,false
61,586,225,false
141,138,123,false
539,na,774,false
743,393,991,false
456,659,518,false
943,659,804,true
740,709,991,true
284,200,794,false
na,220,122,false
225,na,936,false
185,129,867,false
254,48,na,false
657,578,668,false
na,329,47,false
239,236,79,false
813,427,159,false
838,895,816,true
na,635,74,false
842,774,na,false
875,20,926,false
3,134,na,false
373,888,123,false
358,na,715,false
598,58,106,false
685,14,159,false
843,160,253,false
536,340,369,false
919,547,874,false
487,589,924,false
524,98,850,false
729,87,287,false
892,70,529,false
415,973,915,false
318,865,502,false
842,932,339,false
817,721,735,true
751,544,980,false
445,237,848,false
404,747,883,false
30,na,202,false
174,731,na,false
693,877,na,true
18,119,806,false
818,962,711,true
169,232,104,false
922,183,564,false
903,247,na,false
146,36,259,false
986,na,654,false
982,606,99,false
317,288,955,false
822,240,65,false
943,871,455,false
53,320,427,false
886,167,769,false
292,718,540,false
678,166,73,false
na,870,156,false
531,668,na,false
697,692,197,false
822,455,na,false
917,421,na,false
153,369,590,false
45,191,402,false
993,379,112,false
156,5,777,false
336,427,398,false
223,999,50,false
311,807,381,false
na,840,396,false
584,726,360,false
871,74,732,false
905,476,307,false
67,30,305,false
223,851,63,false
54,967,56,false
864,346,863,false
291,547,746,false
862,65,207,false
801,5,153,false
347,na,271,false
591,569,736,false
965,na,863,false
921,267,784,false
806,na,815,true
na,728,707,true
609,703,692,false
998,954,255,false
343,593,381,false
720,775,723,true
931,980,443,false
83,417,68,false
687,303,446,false
458,775,529,false
227,92,809,false
550,524,128,false
710,630,552,false
333,782,na,false
420,945,927,false
986,893,495,false
796,733,636,false
na,876,691,false
613,663,742,false
830,582,384,false
7,94,335,false
133,719,280,false
992,498,801,false
293,951,392,false
352,597,164,false
995,257,230,false
635,114,na,false
235,425,709,false
759,131,na,false
643,19,651,false
964,918,936,true
633,15,142,false
444,314,na,false
93,176,718,false
953,401,671,false
214,614,995,false
110,520,720,false
386,126,893,false
504,978,64,false
230,240,725,false
na,732,188,false
559,441,51,false
133,na,865,false
na,353,719,false
94,302,342,false
933,688,182,false
na,803,76,false
821,534,663,false
830,900,na,false
775,788,880,true
467,557,754,false
210,121,878,false
878,280,180,false
522,461,216,false
869,955,324,false
453,693,38,false
620,370,429,false
66,93,781,false
230,26,557,false
290,173,521,false
914,na,433,false
245,21,839,false
978,755,130,false
928,439,643,false
336,574,600,false
84,118,804,false
60,469,869,false
336,997,248,false
na,465,984,false
543,262,752,false
834,739,117,false
106,200,35,false
954,782,761,true
407,na,516,false
304,843,352,false
472,368,na,false
598,154,194,false
866,44,228,false
431,272,300,false
810,283,872,false
719,208,2,false
na,159,375,false
63,581,313,false
619,441,822,false
288,595,338,false
967,503,787,false
117,568,100,false
855,458,222,false
19,724,57,false
314,969,244,false
642,842,568,false
376,105,698,false
475,604,328,false
627,116,915,false
767,442,170,false
702,na,335,false
42,827,627,false
616,108,470,false
94,na,535,false
417,976,718,false
143,na,516,false
173,524,198,false
na,747,381,false
747,655,776,true
446,385,994,false
na,199,331,false
285,605,332,false
499,180,526,false
27,na,327,false
764,894,715,true
616,221,911,false
574,239,295,false
295,na,50,false
653,338,753,false
759,351,56,false
235,na,556,false
658,412,471,false
249,634,760,false
998,853,488,false
735,359,554,false
748,789,339,false
320,868,837,false
469,934,552,false
240,784,252,false
715,671,41,false
801,423,183,false
148,208,130,false
10,741,493,false
686,530,127,false
419,297,778,false
860,401,256,false
na,652,856,false
948,303,487,false
785,42,381,false
369,863,681,false
484,620,213,false
979,559,146,false
685,908,937,true
422,na,137,false
644,197,208,false
na,305,328,false
25,748,558,false
398,10,na,false
306,381,456,false
549,892,872,false
139,343,948,false
27,211,193,false
59,820,na,false
451,na,246,false
407,651,8,false
176,461,179,false
271,552,293,false
729,241,740,false
746,119,689,false
565,440,371,false
833,209,272,false
64,441,870,false
305,922,768,false
na,237,452,false
na,121,161,false
398,na,225,false
929,na,801,false
251,694,904,false
457,636,930,false
599,786,656,false
871,na,913,true
na,909,552,false
788,603,831,false
626,na,809,false
648,84,114,false
678,161,852,false
327,469,652,false
294,761,na,false
913,807,165,false
734,238,395,false
494,826,na,false
559,424,101,false
608,386,416,false
781,97,256,false
478,29,412,false
787,494,826,false
426,702,265,false
779,na,593,false
959,583,na,false
na,634,885,false
33,795,853,false
993,316,427,false
918,507,838,false
247,277,987,false
190,351,300,false
867,458,616,false
328,92,402,false
na,84,332,false
978,452,182,false
185,351,na,false
66,339,320,false
440,na,324,false
427,217,na,false
24,5,417,false
564,42,na,false
894,682,507,false
369,727,638,false
809,950,998,true
437,466,0,false
244,512,734,false
159,na,642,false
906,745,na,false
271,na,858,false
na,272,679,false
679,406,925,false
na,540,883,false
783,154,622,false
418,611,na,false
710,643,296,false
468,595,764,false
552,722,na,false
184,na,877,false
215,866,200,false
524,na,419,false
239,307,549,false
362,460,501,false
446,382,800,false
187,968,904,false
563,823,46,false
744,751,957,true
144,676,941,false
708,245,284,false
934,726,966,true
377,473,293,false
738,na,205,false
434,78,996,false
496,284,421,false
730,35,458,false
170,779,583,false
501,291,171,false
785,426,915,false
120,305,410,false
288,445,998,false
364,632,729,false
42,191,na,false
342,425,190,false
151,932,676,false
97,64,680,false
717,471,767,false
na,402,417,false
339,665,640,false
522,na,67,false
960,577,762,false
917,655,36,false
na,883,329,false
327,82,135,false
212,530,na,false
952,57,446,false
889,962,692,true
722,255,315,false
na,738,717,false
797,935,618,false
13,na,681,false
372,818,255,false
833,274,379,false
258,na,519,false
92,306,383,false
305,356,350,false
679,698,890,true
590,375,158,false
na,692,50,false
743,na,420,false
456,752,na,false
544,637,447,false
963,121,na,false
823,340,186,false
na,972,784,false
337,30,105,false
598,433,194,false
375,873,701,false
956,999,861,true
661,931,824,true
356,94,181,false
975,na,403,false
na,260,110,false
984,207,904,false
158,246,201,false
373,891,554,false
401,997,375,false
898,566,289,false
246,858,632,false
598,833,586,false
757,967,557,false
229,677,na,false
773,850,145,false
215,817,54,false
795,681,471,false
58,959,184,false
46,586,435,false
722,na,47,false
278,913,148,false
437,237,na,false
17,334,274,false
382,975,283,false
na,432,315,false
944,952,634,false
562,84,520,false
na,148,101,false
na,17,864,false
330,221,na,false
482,na,272,false
940,252,286,false
33,797,555,false
123,67,na,false
735,422,na,false
623,750,421,false
410,42,818,false
836,397,595,false
428,624,757,false
135,402,427,false
58,942,889,false
679,66,800,false
342,290,746,false
na,754,412,false
781,788,845,true
788,103,108,false
646,397,78,false
592,649,847,false
626,576,225,false
126,563,902,false
901,824,667,true
72,na,83,false
192,252,878,false
843,307,194,false
929,663,153,false
775,572,505,false
324,39,477,false
240,657,273,false
235,634,139,false
130,na,606,false
23,160,524,false
607,227,761,false
145,761,335,false
60,360,255,false
443,685,526,false
867,85,175,false
107,358,580,false
743,612,201,false
249,383,757,false
221,114,13,false
774,518,687,false
na,477,24,false
67,194,758,false
383,870,275,false
103,842,553,false
865,na,719,true
921,555,256,false
900,708,964,true
199,na,651,false
180,738,155,false
679,903,379,false
na,819,851,false
406,154,126,false
na,505,581,false
852,328,695,false
744,412,660,false
832,586,946,false
938,439,945,false
854,99,195,false
599,464,433,false
386,929,574,false
na,900,64,false
646,34,416,false
257,447,29,false
na,546,373,false
na,690,676,false
213,997,769,false
32,486,926,false
na,562,267,false
712,106,377,false
182,411,939,false
728,505,134,false
552,561,873,false
496,184,465,false
155,na,602,false
679,351,337,false
581,650,62,false
103,904,589,false
477,252,194,false
364,707,381,false
24,135,739,false
426,285,23,false
50,850,772,false
162,426,na,false
137,218,526,false
418,992,648,false
772,116,31,false
317,565,71,false
695,987,300,false
999,623,147,false
876,817,774,true
852,133,295,false
146,44,852,false
884,178,na,false
809,na,920,false
239,191,899,false
99,283,130,false
653,213,764,false
80,825,345,false
302,439,603,false
270,564,98,false
662,573,366,false
na,144,415,false
959,913,na,false
708,898,na,false
109,274,782,false
326,269,191,false
479,977,na,false
125,177,616,false
159,647,520,false
782,987,612,false
498,411,455,false
972,209,792,false
887,na,378,false
654,378,42,false
173,569,220,false
313,273,80,false
81,221,655,false
938,217,na,false
440,61,311,false
884,924,516,false
119,916,403,false
865,914,769,true
515,399,613,false
671,na,401,false
761,662,629,false
78,844,994,false
568,262,727,false
624,700,619,false
372,802,498,false
na,30,94,false
239,198,na,false
670,61,836,false
na,925,960,false
659,473,396,false
281,93,na,false
727,425,792,false
283,323,483,false
718,153,891,false
62,281,96,false
na,677,477,false
711,409,845,false
420,630,275,false
846,421,783,false
932,na,712,false
46,37,970,false
na,763,782,false
673,732,59,false
239,927,8,false
557,246,na,false
337,473,212,false
14,943,na,false
503,675,na,false
967,970,na,false
386,na,932,false
404,756,360,false
633,831,959,false
na,863,283,false
134,404,54,false
957,414,137,false
832,653,578,false
29,514,na,false
541,214,597,false
549,150,859,false
180,272,312,false
272,na,929,false
773,840,661,true
853,774,703,true
653,124,68,false
926,126,163,false
531,421,164,false
743,479,30,false
875,476,102,false
432,992,929,false
274,128,120,false
869,na,171,false
495,777,489,false
na,842,534,false
967,176,623,false
506,983,633,false
351,na,611,false
119,939,853,false
449,373,816,false
691,505,979,false
721,893,63,false
805,198,700,false
141,343,269,false
na,348,859,false
521,na,491,false
140,118,na,false
657,731,674,true
570,124,454,false
na,389,147,false
938,358,432,false
540,211,997,false
938,37,662,false
588,942,753,false
32,307,841,false
244,647,861,false
414,144,860,false
827,814,43,false
na,423,36,false
503,924,527,false
757,474,238,false
177,719,709,false
370,406,380,false
236,890,162,false
814,854,58,false
433,781,87,false
237,7,816,false
862,428,582,false
75,na,498,false
283,443,607,false
548,149,110,false
297,638,855,false
502,731,967,false
343,543,640,false
740,123,844,false
680,664,88,false
805,785,266,false
361,446,33,false
261,884,912,false
807,400,646,false
630,106,237,false
749,454,604,false
87,877,483,false
453,410,627,false
46,937,584,false
140,546,349,false
47,459,482,false
720,971,na,false
955,160,524,false
71,na,882,false
53,na,95,false
223,na,244,false
369,34,598,false
196,559,928,false
919,564,252,false
363,474,293,false
524,967,149,false
991,502,na,false
693,545,32,false
600,111,736,false
226,474,969,false
348,839,798,false
830,859,602,false
467,63,260,false
25,793,175,false
na,536,670,false
164,580,747,false
887,na,119,false
530,868,118,false
928,290,22,false
81,716,218,false
219,705,722,false
444,648,923,false
974,455,222,false
751,408,623,false
na,761,845,false
886,641,222,false
709,288,343,false
294,691,na,false
na,925,242,false
941,653,547,false
995,365,517,false
910,164,773,false
na,496,533,false
687,752,39,false
765,na,938,true
253,671,845,false
na,677,558,false
84,712,618,false
566,na,485,false
492,613,307,false
711,434,708,false
774,195,34,false
na,321,261,false
957,960,656,true
213,202,691,false
681,691,774,true
132,na,353,false
966,825,452,false
88,549,788,false
524,na,255,false
447,461,849,false
739,na,159,false
633,751,877,false
116,279,361,false
553,302,985,false
689,70,798,false
na,744,275,false
504,363,676,false
23,842,576,false
638,267,643,false
480,94,129,false
833,947,837,true
219,872,61,false
15,354,554,false
296,35,627,false
403,713,968,false
618,967,na,false
562,na,421,false
253,649,654,false
514,173,31,false
706,741,740,true
568,783,712,false
684,195,179,false
623,392,na,false
548,753,710,false
679,434,646,false
733,na,588,false
150,866,na,false
943,na,568,false
92,106,13,false
612,147,755,false
298,752,387,false
102,653,683,false
533,604,554,false
na,473,934,false
na,882,736,false
436,475,na,false
738,604,na,false
500,975,68,false
na,693,255,false
na,682,644,false
529,765,865,false
676,23,525,false
503,823,292,false
772,799,938,true
243,na,756,false
263,253,529,false
243,28,708,false
682,731,188,false
173,722,690,false
953,626,950,false
na,62,294,false
699,909,263,false
456,651,497,false
304,814,168,false
292,565,758,false
102,381,275,false
465,na,240,false
220,667,772,false
na,929,916,false
641,796,58,false
245,853,315,false
na,654,684,true
968,946,na,false
529,971,354,false
624,224,508,false
847,77,797,false
548,855,501,false
216,530,31,false
193,891,na,false
78,719,455,false
600,756,621,false
600,173,23,false
207,866,862,false
968,874,200,false
61,503,313,false
576,859,54,false
291,121,517,false
813,103,na,false
303,725,131,false
164,811,28,false
49,37,528,false
853,35,655,false
299,201,564,false
334,95,167,false
338,498,373,false
757,707,354,false
213,90,134,false
179,567,492,false
956,596,591,false
241,154,760,false
276,247,315,false
na,889,0,false
42,525,854,false
655,888,108,false
327,193,353,false
485,286,845,false
713,761,970,true
na,364,273,false
709,na,486,false
209,836,937,false
952,409,229,false
668,316,55,false
272,na,57,false
954,671,969,true
na,275,159,false
na,22,283,false
760,156,133,false
221,413,262,false
494,630,341,false
804,47,218,false
151,265,612,false
778,801,764,true
340,834,539,false
737,558,455,false
15,369,920,false
557,242,273,false
925,na,771,false
986,515,518,false
na,59,375,false
365,259,23,false
460,757,748,false
na,472,390,false
512,853,889,false
201,77,496,false
139,115,na,false
853,433,42,false
68,670,204,false
717,na,782,false
na,722,881,true
968,908,266,false
591,6,98,false
344,356,375,false
116,262,571,false
870,155,395,false
179,937,674,false
230,141,407,false
312,307,314,false
573,675,78,false
737,240,616,false
601,726,301,false
246,583,66,false
315,939,725,false
800,586,353,false
240,262,823,false
na,658,591,false
969,214,102,false
12,273,128,false
100,760,228,false
64,422,484,false
435,749,726,false
718,na,396,false
782,76,308,false
532,177,na,false
699,534,na,false
81,na,972,false
na,436,723,false
959,752,na,false
794,na,39,false
274,613,236,false
498,874,na,false
305,723,993,false
836,501,68,false
789,400,845,false
417,831,572,false
937,349,288,false
na,937,525,false
620,793,305,false
103,896,na,false
538,920,174,false
270,718,857,false
350,192,789,false
214,265,881,false
130,73,993,false
811,na,979,true
123,936,104,false
695,828,398,false
684,940,846,true
928,444,792,false
29,307,321,false
220,827,198,false
568,648,776,false
408,397,na,false
677,16,259,false
77,291,98,false
787,775,452,false
978,444,268,false
78,531,305,false
70,32,24,false
763,438,574,false
na,305,751,false
333,174,858,false
348,161,na,false
471,758,630,false
809,357,761,false
363,103,748,false
398,463,387,false
51,343,362,false
997,226,338,false
108,278,574,false
458,na,729,false
914,974,na,true
938,893,2,false
674,325,703,false
557,148,75,false
590,697,997,false
169,218,945,false
7,859,120,false
784,517,na,false
754,365,816,false
645,619,na,false
912,221,134,false
593,384,715,false
345,99,83,false
650,671,942,true
89,562,151,false
932,238,476,false
523,937,108,false
897,68,909,false
189,173,577,false
913,136,780,false
854,450,533,false
666,573,286,false
455,336,722,false
945,262,259,false
444,951,101,false
760,523,na,false
946,na,350,false
782,na,456,false
444,54,815,false
721,416,na,false
631,547,180,false
996,29,802,false
789,88,926,false
147,426,405,false
721,434,316,false
907,504,301,false
168,623,380,false
878,631,877,false
393,391,5,false
na,336,929,false
117,798,na,false
758,110,441,false
756,906,691,true
164,445,191,false
146,90,270,false
261,877,619,false
664,742,105,false
765,404,951,false
710,750,632,false
905,316,723,false
111,829,428,false
18,na,29,false
311,821,438,false
946,458,194,false
964,94,797,false
300,844,708,false
563,77,154,false
506,971,na,false
722,586,835,false
886,340,342,false
333,563,485,false
257,976,982,false
313,23,44,false
782,798,588,false
518,544,847,false
22,818,757,false
na,733,140,false
330,572,767,false
716,246,796,false
na,921,320,false
944,55,266,false
563,329,886,false
896,938,648,false
199,362,652,false
983,824,594,false
376,66,594,false
158,384,473,false
958,255,173,false
216,649,11,false
602,993,10,false
917,316,579,false
509,451,616,false
546,685,782,false
822,834,792,true
163,914,169,false
90,91,206,false
122,425,na,false
720,510,454,false
902,973,307,false
652,na,728,true
69,390,na,false
197,39,884,false
666,369,161,false
629,633,na,false
na,274,255,false
186,970,214,false
320,227,519,false
195,995,649,false
694,981,876,true
932,375,385,false
964,519,958,false
884,223,696,false
82,863,831,false
14,117,795,false
867,379,84,false
836,805,319,false
947,509,932,false
101,501,164,false
249,336,160,false
423,118,na,false
434,340,578,false
2,718,549,false
307,212,444,false
582,852,533,false
586,24,791,false
863,112,670,false
420,439,805,false
286,932,824,false
198,895,645,false
806,923,71,false
216,955,255,false
346,253,799,false
929,995,332,false
689,48,408,false
143,383,na,false
159,529,938,false
na,994,11,false
230,731,157,false
960,151,230,false
259,na,119,false
na,40,984,false
341,148,141,false
963,828,677,true
6,230,949,false
784,109,589,false
880,485,181,false
501,23,700,false
454,777,895,false
839,765,699,true
442,649,343,false
423,95,304,false
673,634,474,false
na,761,784,true
880,89,na,false
495,144,595,false
437,na,859,false
684,713,na,true
309,282,120,false
621,540,238,false
293,223,13,false
260,907,664,false
118,0,488,false
202,na,915,false
na,464,430,false
522,856,128,false
na,99,652,false
828,na,188,false
398,na,518,false
597,458,949,false
332,na,470,false
43,45,561,false
43,97,893,false
41,23,755,false
863,160,939,false
463,910,572,false
56,365,828,false
842,na,653,true
975,904,426,false
na,369,919,false
863,100,964,false
294,245,453,false
643,na,734,false
585,608,634,false
988,788,na,false
na,68,630,false
653,949,308,false
189,283,693,false
668,770,566,false
189,298,672,false
na,440,846,false
704,591,299,false
552,285,596,false
59,330,500,false
671,218,838,false
876,179,551,false
280,769,671,false
572,334,48,false
509,446,751,false
327,145,644,false
173,362,463,false
149,725,977,false
748,789,60,false
446,578,736,false
783,17,403,false
131,142,765,false
367,965,125,false
66,22,627,false
667,927,802,true
na,275,745,false
128,na,731,false
225,188,na,false
256,654,853,false
770,282,543,false
928,492,707,false
313,903,584,false
na,935,522,false
319,769,676,false
711,684,310,false
885,948,831,true
342,525,183,false
289,759,842,false
369,795,521,false
573,537,385,false
638,582,537,false
244,818,701,false
565,na,610,false
550,237,768,false
356,325,559,false
714,na,886,false
344,14,969,false
276,849,994,false
641,na,693,false
na,45,540,false
na,62,994,false
na,132,491,false
917,336,190,false
861,948,535,false
192,635,334,false
268,933,925,false
103,931,491,false
257,890,764,false
690,707,862,true
104,19,254,false
806,589,534,false
356,166,91,false
na,785,326,false
584,487,850,false
860,897,432,false
780,415,743,false
889,217,455,false
114,642,276,false
355,288,644,false
576,409,89,false
na,983,718,false
984,390,606,false
757,na,863,false
984,302,386,false
na,221,173,false
615,na,739,false
847,405,804,false
692,213,131,false
182,261,504,false
168,na,42,false
315,495,108,false
696,266,798,false
