value1,value2,value3,result
39,68,47,false
70,28,22,false
43,45,75,false
64,53,30,false
16,10,18,false
71,57,52,false
43,72,12,false
78,90,21,false
13,22,42,false
18,12,96,false
29,52,86,false
93,15,25,false
27,29,1,false
35,51,70,false
24,70,29,false
19,53,59,false
70,75,90,true
70,27,42,false
12,51,26,false
30,2,15,false
14,88,69,false
75,25,77,false
79,10,92,false
64,68,78,false
81,82,98,true
44,12,97,false
11,7,50,false
81,92,11,false
65,13,76,false
65,12,59,false
39,26,71,false
39,77,94,false
53,26,11,false
38,58,16,false
91,5,32,false
7,45,36,false
77,99,3,false
29,74,24,false
15,59,28,false
15,32,49,false
84,6,5,false
4,55,26,false
30,79,99,false
30,89,34,false
8,25,38,false
95,70,48,true
30,48,52,false
67,14,72,false
20,10,61,false
21,4,5,false
97,2,46,false
65,62,33,false
44,53,94,false
32,67,49,false
99,29,39,false
15,44,25,false
9,81,1,false
46,42,86,false
56,66,1,false
1,78,48,false
76,35,15,false
31,15,86,false
16,89,11,false
34,11,81,false
15,40,73,false
62,74,19,false
48,40,81,false
18,38,30,false
10,61,46,false
25,85,8,false
18,28,39,false
54,43,97,false
26,56,34,false
52,82,16,false
83,76,94,true
5,16,26,false
10,97,31,false
67,0,87,false
29,30,76,false
76,80,94,true
19,32,76,false
45,49,74,false
39,73,83,false
39,43,50,false
56,97,21,false
3,83,41,false
39,66,90,false
67,57,85,false
18,42,9,false
18,48,79,false
63,87,16,false
76,73,84,false
2,40,3,false
49,24,11,false
86,99,11,false
40,44,90,false
34,78,77,false
8,35,67,false
48,44,77,false
99,11,70,false
45,29,58,false
58,16,89,false
13,97,31,false
23,16,28,false
86,48,25,false
17,39,58,false
68,76,74,true
96,58,94,false
51,71,50,false
99,71,28,false
90,12,24,false
57,77,9,false
95,27,95,true
95,38,40,false
25,96,2,false
75,89,23,false
16,0,53,false
0,19,33,false
48,83,18,false
87,97,28,false
75,30,82,false
2,35,30,false
0,55,80,false
24,84,75,false
59,78,56,false
98,25,96,true
75,70,69,true
41,30,13,false
6,93,79,false
85,16,33,false
3,72,77,false
11,27,27,false
72,40,96,false
19,10,9,false
38,92,27,false
20,43,73,false
49,60,3,false
0,40,78,false
27,20,16,false
88,82,85,true
24,44,28,false
50,28,94,false
86,84,30,false
59,79,27,false
57,62,19,false
31,2,85,false
57,45,64,false
81,94,61,false
51,17,22,false
50,23,97,false
5,91,43,false
88,59,51,false
45,42,58,false
75,63,85,false
21,8,17,false
55,65,64,false
71,45,73,false
8,60,24,false
63,52,28,false
59,78,2,false
12,67,95,false
67,93,72,true
50,79,20,false
70,93,30,false
42,15,29,false
25,57,43,false
6,85,20,false
64,87,12,false
94,83,76,true
43,27,6,false
97,62,69,false
96,92,5,false
2,92,19,false
78,25,76,false
50,97,94,false
51,58,44,false
29,74,58,false
64,37,45,false
79,30,96,false
83,4,5,false
57,16,43,false
38,44,49,false
77,26,26,false
87,49,53,false
29,17,65,false
60,45,28,false
76,68,79,false
68,75,8,false
90,4,24,false
30,39,58,false
46,82,91,true
47,41,47,false
64,15,94,false
42,78,20,false
29,72,22,false
16,42,55,false
88,46,52,false
42,57,87,false
22,13,79,false
37,4,5,false
60,10,8,false
42,4,38,false
11,97,61,false
87,42,11,false
24,79,11,false
52,31,93,false
5,79,21,false
37,81,46,false
87,32,97,false
21,75,3,false
40,96,65,false
44,74,79,false
25,95,36,false
64,79,62,false
77,71,30,false
28,29,78,false
7,96,2,false
32,13,53,false
89,32,72,false
75,82,73,false
79,37,24,false
35,31,45,false
34,67,77,false
19,85,55,false
90,64,82,true
79,56,53,false
17,60,55,false
96,74,6,false
42,5,53,false
67,39,52,false
20,99,63,false
90,15,14,false
16,44,97,false
49,15,23,false
51,71,36,false
21,62,46,false
49,30,9,false
98,89,26,true
62,30,6,false
52,41,19,false
69,65,80,false
80,86,91,true
71,82,70,false
15,0,78,false
71,25,53,false
50,58,23,false
74,81,77,false
8,13,89,false
24,79,21,false
5,34,52,false
69,2,4,false
95,88,88,true
67,95,50,false
80,42,78,false
12,55,13,false
63,78,58,false
49,82,97,false
85,90,57,false
56,84,99,true
78,39,64,false
84,95,97,true
16,66,72,false
85,22,13,false
83,49,85,true
53,3,28,false
44,47,71,false
82,74,7,false
64,31,63,false
97,88,68,false
1,26,76,false
75,95,72,true
65,52,85,false
56,12,12,false
19,17,95,false
70,14,54,false
29,61,22,false
36,46,64,false
5,10,24,false
22,33,21,false
94,39,85,false
14,91,6,false
57,51,94,false
29,35,2,false
16,30,9,false
58,12,3,false
15,74,92,false
14,51,45,false
67,94,34,false
29,76,45,false
6,30,35,false
88,89,47,false
16,96,36,false
7,44,50,false
27,37,29,false
15,48,5,false
61,77,20,false
70,72,74,true
16,5,60,false
0,74,64,false
83,88,10,false
38,61,35,false
16,54,96,false
16,88,60,false
52,35,93,false
36,51,7,false
87,4,91,false
50,7,83,false
56,22,98,false
98,31,19,false
56,9,83,false
20,48,27,false
75,24,66,false
44,8,14,false
92,87,9,false
79,65,36,false
81,57,44,false
64,38,96,false
90,92,68,false
15,57,61,false
0,12,21,false
57,87,33,false
27,3,7,false
72,52,49,false
82,4,71,false
23,46,62,false
88,37,13,false
90,22,81,false
57,86,20,false
31,8,93,false
77,50,6,false
98,62,63,true
52,28,70,false
14,18,11,false
30,0,80,false
61,2,23,false
37,16,38,false
82,52,40,false
79,96,9,false
21,62,70,false
16,18,97,false
90,58,74,false
8,97,40,false
17,19,15,false
62,42,75,false
35,14,90,false
14,14,46,false
63,66,41,false
86,87,96,true
52,72,84,false
31,84,24,false
26,67,82,false
6,48,16,false
0,6,94,false
74,9,6,false
37,39,57,false
87,58,26,false
47,33,90,false
91,74,33,false
71,28,99,false
22,39,51,false
89,36,97,false
40,34,66,false
52,40,70,false
50,20,30,false
47,57,5,false
61,86,69,false
43,95,84,true
75,59,68,false
28,43,63,false
91,30,90,false
86,65,8,false
18,34,52,false
11,12,93,false
16,74,45,false
31,90,1,false
69,57,62,false
19,13,88,false
52,40,34,false
46,37,23,false
2,17,92,false
21,66,26,false
66,88,77,false
75,95,52,true
7,91,27,false
82,37,63,false
79,17,76,false
37,22,67,false
3,68,93,false
50,67,59,false
80,45,17,false
24,1,3,false
1,42,79,false
51,55,36,false
70,17,0,false
47,62,99,false
45,40,52,false
88,56,31,false
96,68,49,false
12,66,41,false
28,85,70,false
45,15,21,false
78,13,41,false
66,27,35,false
76,95,78,true
31,49,41,false
1,86,43,false
20,0,13,false
9,80,12,false
0,84,35,false
0,67,32,false
84,24,43,false
8,39,11,false
98,42,96,false
70,9,74,false
97,69,70,false
14,35,86,false
15,8,48,false
41,9,14,false
85,56,10,false
98,61,49,false
26,57,37,false
1,33,15,false
65,88,98,false
98,17,29,false
6,83,13,false
36,66,14,false
46,55,30,false
84,83,93,true
76,44,23,false
8,5,90,false
68,35,19,false
18,45,55,false
57,12,29,false
31,15,62,false
5,86,1,false
93,44,93,true
74,81,11,false
68,20,42,false
76,37,98,false
7,1,42,false
32,60,94,false
29,1,10,false
97,47,87,true
68,72,68,false
28,59,73,false
61,68,78,false
33,38,18,false
64,16,51,false
55,15,21,false
67,58,65,false
88,11,86,false
72,78,7,false
98,47,45,false
66,36,13,false
1,15,61,false
62,5,9,false
34,72,52,false
31,67,8,false
32,17,60,false
43,88,87,true
25,22,8,false
40,77,60,false
76,7,62,false
92,6,83,false
21,64,98,false
91,59,24,false
15,26,0,false
31,65,64,false
40,36,1,false
65,5,44,false
22,56,57,false
38,4,23,false
52,4,28,false
76,63,74,false
95,41,38,false
69,83,47,false
97,43,12,false
92,53,32,false
3,42,4,false
41,30,12,false
33,90,38,false
77,34,5,false
9,26,81,false
99,94,12,false
81,11,97,false
41,34,36,false
53,37,66,false
70,72,49,false
10,76,37,false
99,84,53,false
81,98,84,true
92,41,76,false
23,92,26,false
48,13,45,false
55,27,68,false
51,36,21,false
63,85,41,false
30,39,27,false
2,35,45,false
6,32,36,false
24,88,48,false
36,61,42,false
62,11,97,false
68,42,85,false
22,76,70,false
94,90,55,false
54,13,62,false
79,44,10,false
64,96,84,false
6,65,16,false
0,18,50,false
84,90,71,true
36,27,99,false
39,51,35,false
10,57,97,false
43,60,81,false
9,94,6,false
44,85,3,false
2,92,79,false
75,52,97,false
71,44,95,false
48,42,68,false
39,86,71,false
43,49,51,false
0,38,44,false
30,53,36,false
2,11,52,false
25,82,18,false
50,59,61,false
52,42,16,false
9,76,85,false
92,41,56,false
58,52,89,false
75,24,89,false
4,19,39,false
67,73,92,false
21,69,35,false
6,90,61,false
41,54,19,false
59,60,10,false
91,65,84,false
14,64,77,false
52,39,67,false
44,28,50,false
68,64,48,false
1,5,2,false
94,5,9,false
0,96,24,false
73,87,49,false
49,37,37,false
2,51,22,false
70,3,2,false
9,25,7,false
2,60,74,false
37,3,64,false
8,8,61,false
41,97,98,false
35,33,91,false
57,7,61,false
16,26,59,false
68,54,4,false
92,1,68,false
86,57,0,false
6,91,72,false
50,10,44,false
21,40,29,false
73,87,15,false
66,85,3,false
72,2,74,false
0,95,32,false
9,56,70,false
77,58,94,true
72,29,97,false
3,64,49,false
74,3,74,false
14,79,73,false
62,74,62,false
29,47,44,false
56,8,75,false
83,35,61,false
18,78,60,false
42,10,81,false
59,92,43,false
27,37,45,false
13,41,4,false
59,91,60,false
98,26,44,false
51,23,65,false
17,9,92,false
37,77,83,false
5,55,77,false
77,87,89,true
89,72,16,false
53,81,44,false
86,87,85,true
91,14,48,false
47,82,2,false
47,50,94,false
13,28,56,false
80,62,80,true
95,65,81,false
95,27,13,false
46,99,28,false
13,19,97,false
24,62,31,false
77,50,17,false
55,87,76,true
21,24,56,false
8,9,19,false
23,6,60,false
82,66,47,false
2,90,83,false
46,22,98,false
56,73,26,false
17,87,31,false
56,92,23,false
32,4,82,false
98,37,79,false
56,2,26,false
55,31,88,false
85,80,18,false
45,76,31,false
32,78,36,false
80,66,20,false
33,79,94,false
19,35,26,false
17,8,8,false
90,24,68,false
98,45,91,false
78,72,21,false
4,28,59,false
68,4,82,false
74,4,61,false
40,45,64,false
35,22,0,false
87,7,51,false
35,57,69,false
28,93,83,false
72,17,64,false
89,93,96,true
86,15,50,false
73,20,35,false
11,47,30,false
99,99,23,false
6,66,91,false
43,28,48,false
57,84,19,false
46,39,88,false
34,89,77,false
15,57,66,false
30,68,83,false
10,42,14,false
61,59,28,false
65,99,57,false
20,81,40,false
58,90,80,false
19,32,87,false
88,96,50,true
35,29,78,false
0,54,82,false
48,44,96,false
66,33,95,false
11,61,45,false
89,45,52,false
15,33,21,false
57,67,3,false
57,8,60,false
64,2,15,false
1,36,54,false
21,14,62,false
27,62,40,false
35,20,10,false
57,20,21,false
31,11,6,false
28,62,72,false
6,66,33,false
43,1,50,false
33,18,71,false
20,59,35,false
3,67,62,false
38,87,61,false
4,29,2,false
10,48,35,false
94,65,24,false
67,57,46,false
91,76,51,true
59,14,55,false
62,61,12,false
47,55,82,false
77,78,84,true
95,66,73,true
94,94,62,false
63,70,90,true
77,88,2,false
12,89,10,false
49,23,17,false
51,91,83,true
45,77,71,false
26,31,6,false
90,96,15,false
43,74,13,false
77,40,37,false
60,10,3,false
53,21,83,false
77,20,79,false
14,35,7,false
72,68,11,false
36,4,54,false
33,99,29,false
9,9,49,false
22,60,68,false
93,0,96,false
11,29,86,false
12,99,17,false
30,44,14,false
91,98,25,false
54,60,71,false
66,36,30,false
21,91,80,false
45,2,25,false
66,85,69,true
6,62,48,false
87,7,50,false
87,23,60,false
87,7,53,false
78,48,30,false
54,93,52,false
37,40,17,false
68,36,50,false
73,55,47,false
17,63,84,false
35,76,20,false
18,65,48,false
7,47,59,false
78,65,27,false
96,63,31,false
57,69,23,false
59,10,33,false
33,42,17,false
27,87,63,false
11,16,37,false
46,59,77,false
80,31,90,false
58,66,42,false
93,88,33,true
52,98,87,false
48,54,48,false
37,89,5,false
54,35,58,false
88,73,86,true
57,97,89,false
5,94,7,false
19,29,16,false
49,82,86,false
43,16,59,false
8,50,56,false
7,29,62,false
58,66,96,true
97,48,86,false
5,92,33,false
34,26,89,false
18,81,13,false
31,74,8,false
74,4,86,false
63,30,19,false
85,64,88,false
81,64,72,false
56,4,44,false
44,53,69,false
7,32,19,false
58,23,35,false
63,91,81,false
18,80,68,false
73,21,16,false
9,55,89,false
68,91,27,false
59,88,55,false
28,66,72,false
50,13,28,false
73,2,68,false
50,70,87,false
98,3,58,false
92,77,81,true
4,79,75,false
73,67,50,false
60,81,21,false
87,27,59,false
87,51,24,false
4,54,99,false
22,18,91,false
99,36,72,false
90,60,41,false
13,45,6,false
20,44,30,false
59,12,31,false
67,72,28,false
85,69,29,false
75,94,71,true
63,75,99,true
95,67,72,false
54,17,75,false
58,33,50,false
50,85,78,false
97,68,72,false
65,76,21,false
31,69,2,false
66,54,72,false
30,56,54,false
35,4,18,false
36,73,39,false
38,95,17,false
29,26,79,false
8,37,97,false
11,57,99,false
7,35,86,false
94,25,45,false
41,13,33,false
11,91,12,false
14,29,20,false
3,25,69,false
37,87,32,false
93,4,28,false
72,74,51,false
81,87,79,true
0,71,42,false
81,7,78,false
74,24,72,false
1,30,16,false
1,19,69,false
99,54,40,false
58,62,29,false
63,92,48,false
49,31,45,false
94,2,5,false
43,97,93,true
43,50,6,false
15,82,59,false
80,36,1,false
44,66,29,false
32,33,85,false
37,7,39,false
49,66,25,false
3,64,98,false
87,50,81,false
86,83,18,false
73,1,52,false
55,77,69,false
28,44,12,false
42,82,29,false
2,91,50,false
88,16,15,false
65,83,41,false
36,86,17,false
21,41,40,false
36,54,99,false
28,78,95,false
60,13,37,false
9,53,99,false
23,6,38,false
44,18,64,false
68,98,21,false
98,94,58,false
69,10,45,false
23,4,31,false
91,3,80,false
47,19,98,false
88,90,36,true
80,2,24,false
61,10,90,false
3,77,22,false
65,41,47,false
2,71,96,false
59,83,31,false
19,63,65,false
89,29,19,false
13,73,86,false
65,22,54,false
77,56,81,true
62,58,98,false
15,61,16,false
64,26,50,false
29,99,82,false
60,88,47,false
27,13,76,false
51,39,88,false
6,54,28,false
82,70,94,true
8,15,11,false
31,16,13,false
69,14,53,false
4,9,53,false
73,42,44,false
45,34,13,false
0,11,53,false
66,16,33,false
54,82,75,false
52,77,17,false
84,75,72,false
56,30,90,false
40,88,61,false
42,88,49,false
20,49,12,false
2,46,15,false
76,14,48,false
97,87,67,false
44,53,45,false
63,91,57,false
14,24,43,false
19,30,92,false
10,7,30,false
91,19,97,false
67,11,75,false
89,26,85,false
20,59,16,false
21,3,43,false
28,47,40,false
91,45,84,true
12,76,58,false
67,81,97,false
61,37,26,false
59,3,79,false
37,23,31,false
69,99,25,false
27,89,49,false
53,71,55,false
69,73,22,false
53,33,68,false
28,62,56,false
8,17,14,false
89,9,90,false
82,89,38,false
2,38,71,false
61,92,2,false
6,18,96,false
43,87,38,false
80,55,78,true
93,43,24,false
35,51,98,false
83,64,6,false
75,18,35,false
51,86,99,true
27,64,4,false
22,38,87,false
90,27,36,false
8,53,78,false
22,83,48,false
50,84,39,false
48,42,16,false
77,89,46,true
54,69,26,false
27,96,38,false
52,37,93,false
95,61,16,false
0,79,42,false
8,50,29,false
49,45,32,false
0,63,12,false
7,39,98,false
96,60,77,true
49,87,73,false
27,51,33,false
80,44,94,true
60,86,95,false
92,64,92,false
22,95,41,false
35,62,58,false
34,79,99,true
47,50,67,false
50,13,98,false
93,54,74,false
46,56,47,false
69,78,4,false
68,82,19,false
19,95,64,false
36,85,61,false
73,25,60,false
26,71,91,false
78,88,46,true
16,15,62,false
66,35,41,false
51,41,18,false
61,84,79,false
98,48,91,false
94,36,93,false
52,2,2,false
62,80,27,false
23,77,49,false
35,17,45,false
89,42,88,false
57,99,72,false
91,54,94,false
11,32,4,false
13,98,66,false
33,96,82,true
28,97,83,false
34,7,37,false
50,4,79,false
95,5,95,false
75,99,38,true
91,93,50,false
12,83,34,false
74,53,7,false
32,23,21,false
13,0,22,false
80,41,33,false
25,75,34,false
88,21,25,false
2,44,33,false
92,6,89,false
27,45,6,false
16,81,16,false
79,99,3,false
84,69,46,false
7,67,3,false
65,1,61,false
57,52,72,false
28,73,90,false
2,21,71,false
70,60,1,false
16,22,87,false
43,58,82,false
20,42,17,false
95,26,78,false
46,49,37,false
25,29,70,false
71,12,94,false
74,47,44,false
32,57,76,false
95,1,87,false
87,36,7,false
64,57,92,true
15,96,34,false
42,73,39,false
82,62,89,false
1,14,54,false
61,77,47,false
29,14,1,false
76,19,93,false
25,89,43,false
11,44,8,false
99,67,85,false
42,93,46,false
48,95,86,true
14,19,94,false
31,9,36,false
53,29,52,false
1,94,0,false
50,26,63,false
28,5,43,false
74,68,29,false
7,83,91,false
38,77,51,false
82,44,42,false
45,13,59,false
54,55,57,false
40,78,48,false
45,44,11,false
45,71,47,false
84,87,46,false
98,68,50,true
28,81,16,false
91,55,8,false
59,83,52,false
42,41,12,false
2,62,67,false
75,36,50,false
13,49,2,false
10,21,8,false
16,79,57,false
81,51,49,false
97,82,28,false
49,27,59,false
52,10,39,false
12,6,26,false
67,38,81,false
50,28,96,false
61,80,19,false
5,57,97,false
74,57,48,false
63,68,37,false
57,12,96,false
43,1,26,false
75,94,11,false
83,48,58,false
54,41,40,false
41,15,26,false
99,68,79,false
41,77,98,false
14,60,82,false
57,76,99,false
24,35,20,false
80,56,80,true
2,17,33,false
91,3,86,false
25,67,49,false
73,72,97,true
52,29,21,false
90,97,58,false
97,73,16,false
48,2,79,false
76,45,44,false
57,59,46,false
3,10,57,false
49,26,68,false
63,28,68,false
36,5,18,false
26,86,83,false
47,61,19,false
65,95,58,false
14,48,52,false
43,48,56,false
48,43,35,false
21,64,17,false
32,4,19,false
82,16,86,false
38,55,82,false
63,33,5,false
1,1,32,false
66,63,12,false
72,95,84,true
48,50,15,false
19,40,31,false
69,4,95,false
19,30,30,false
73,4,54,false
75,47,2,false
17,39,8,false
81,36,26,false
19,91,5,false
7,58,41,false
72,46,22,false
40,71,36,false
18,17,17,false
86,22,63,false
96,68,53,true
96,45,62,false
76,45,61,false
92,50,21,false
46,1,41,false
92,4,25,false
43,64,80,false
28,83,16,false
80,57,86,true
49,40,8,false
64,78,7,false
50,4,49,false
93,13,76,false
48,87,52,false
61,46,31,false
66,5,91,false
0,63,33,false
46,0,63,false
81,7,2,false
66,1,74,false
79,31,85,false
47,12,38,false
98,31,74,false
80,48,71,false
35,39,91,false
52,45,79,false
34,72,31,false
53,93,1,false
9,55,18,false
52,97,81,true
12,33,75,false
62,80,7,false
91,61,63,false
65,3,83,false
45,31,41,false
22,7,35,false
86,22,95,false
34,4,88,false
66,55,44,false
28,33,15,false
29,19,40,false
96,2,53,false
65,60,22,false
97,79,21,false
28,52,31,false
83,25,79,false
69,23,42,false
82,12,64,false
28,22,69,false
35,58,34,false
6,83,32,false
11,94,71,false
98,81,41,true
13,22,58,false
44,4,97,false
49,73,8,false
19,3,46,false
28,40,77,false
3,39,97,false
49,61,64,false
83,29,83,false
40,64,98,false
55,92,93,false
64,44,34,false
88,32,92,true
99,86,55,false
18,2,74,false
9,50,51,false
91,9,63,false
41,90,46,false
34,31,61,false
37,73,2,false
96,5,91,false
5,78,85,false
65,29,8,false
36,10,2,false
47,15,71,false
5,12,82,false
39,24,97,false
1,61,28,false
52,68,49,false
94,43,19,false
71,34,71,false
84,68,52,false
22,53,41,false
68,64,85,true
45,83,59,false
98,22,94,true
28,19,68,false
23,52,63,false
47,78,48,false
67,3,75,false
9,62,97,false
44,85,31,false
92,73,7,false
77,47,25,false
17,1,83,false
84,32,75,false
76,16,96,false
67,59,78,false
11,67,78,false
37,51,59,false
4,74,8,false
4,61,50,false
80,45,22,false
57,87,36,false
21,8,71,false
26,98,18,false
97,19,19,false
53,51,61,false
55,12,13,false
11,31,92,false
38,49,83,false
72,68,35,false
99,58,40,false
0,73,17,false
5,29,54,false
52,29,63,false
77,85,1,false
50,25,32,false
89,8,68,false
91,75,83,true
37,55,10,false
14,19,13,false
20,31,95,false
50,78,5,false
43,25,92,false
53,6,75,false
48,81,96,false
55,24,23,false
43,11,50,false
17,12,9,false
87,72,71,false
2,37,37,false
58,48,0,false
28,49,51,false
56,24,57,false
43,5,89,false
18,40,74,false
42,17,70,false
58,45,84,false
68,74,3,false
46,19,32,false
92,75,92,true
52,7,72,false
95,56,4,false
73,4,39,false
64,4,82,false
31,17,26,false
59,15,92,false
69,6,24,false
51,88,29,false
48,88,16,false
51,66,40,false
55,69,0,false
93,15,38,false
38,89,46,false
97,61,59,false
76,88,11,false
96,55,28,false
54,39,14,false
59,52,91,false
23,99,47,false
41,8,0,false
33,12,49,false
99,22,79,false
59,66,7,false
9,2,89,false
19,32,93,false
8,36,81,false
83,93,70,true
81,64,85,true
70,3,30,false
4,46,25,false
39,91,70,false
24,51,37,false
95,37,16,false
43,45,58,false
52,30,88,false
83,84,60,false
5,93,62,false
58,86,56,false
81,52,9,false
13,59,75,false
94,67,5,false
7,9,32,false
36,57,36,false
20,4,50,false
66,49,89,false
14,67,14,false
45,9,38,false
76,20,89,false
48,46,76,false
2,36,85,false
64,31,35,false
52,83,61,false
28,63,49,false
95,72,6,false
31,28,89,false
37,76,34,false
98,59,81,false
17,83,86,false
47,92,57,false
51,38,57,false
34,98,11,false
16,22,34,false
7,11,15,false
1,94,73,false
63,71,92,false
80,67,72,true
95,40,26,false
4,10,41,false
19,15,4,false
21,82,19,false
59,95,24,false
85,30,93,false
97,80,61,false
65,32,69,false
88,9,99,false
61,98,59,true
10,16,62,false
28,24,57,false
7,54,82,false
15,53,47,false
21,29,55,false
11,46,49,false
28,31,60,false
42,82,44,false
89,55,7,false
74,28,21,false
65,11,85,false
68,32,21,false
86,70,9,false
28,9,0,false
84,93,99,true
13,7,84,false
43,81,55,false
98,61,11,false
7,88,75,false
67,99,60,false
60,56,46,false
90,21,76,false
22,55,40,false
38,72,32,false
36,21,8,false
6,52,83,false
26,2,21,false
38,7,24,false
87,9,50,false
91,89,36,true
23,51,64,false
91,10,85,false
35,99,56,false
71,58,45,false
34,40,78,false
90,61,44,false
14,96,65,false
82,45,42,false
92,74,72,true
98,80,86,true
35,94,41,false
11,15,78,false
72,0,74,false
92,34,61,false
4,45,55,false
3,36,61,false
6,9,34,false
49,75,33,false
69,90,39,false
11,2,50,false
0,17,28,false
31,12,75,false
25,88,33,false
0,61,0,false
83,78,30,false
96,65,82,false
29,61,98,false
15,80,27,false
32,17,78,false
9,36,63,false
83,12,94,false
82,73,11,false
26,54,96,false
74,60,57,false
17,60,72,false
15,4,83,false
95,53,31,false
6,92,38,false
31,1,66,false
45,61,81,false
87,97,38,true
53,88,1,false
90,36,93,false
14,82,37,false
17,59,35,false
74,28,82,false
49,59,90,false
20,23,20,false
73,1,89,false
50,60,48,false
86,27,38,false
59,6,79,false
65,71,71,false
99,31,2,false
34,56,14,false
33,46,99,false
24,65,50,false
33,88,49,false
81,58,72,false
16,51,88,false
35,7,25,false
75,47,88,false
52,93,23,false
81,7,65,false
32,80,28,false
40,39,14,false
20,47,60,false
62,81,27,false
16,13,36,false
11,83,39,false
32,32,8,false
43,73,9,false
26,51,70,false
4,17,19,false
60,73,74,false
9,3,47,false
88,79,7,false
89,31,66,false
25,8,15,false
74,74,46,false
50,62,37,false
58,71,34,false
49,64,66,false
28,45,75,false
98,25,67,false
24,95,21,false
0,22,69,false
13,66,55,false
86,5,13,false
14,26,17,false
39,73,41,false
34,31,79,false
36,28,34,false
4,29,6,false
77,70,97,true
43,32,37,false
18,34,51,false
61,26,80,false
74,67,9,false
3,23,66,false
75,87,69,true
74,71,5,false
59,49,97,false
24,10,81,false
50,35,8,false
87,96,19,false
4,53,14,false
57,58,26,false
24,34,43,false
76,89,49,true
51,34,10,false
36,84,32,false
91,61,81,true
26,32,72,false
31,98,66,false
83,42,75,false
37,27,37,false
29,39,42,false
89,9,9,false
87,46,26,false
91,32,75,false
59,76,90,true
50,18,74,false
71,70,0,false
77,13,66,false
8,78,43,false
49,52,59,false
34,47,88,false
61,3,98,false
39,38,83,false
23,52,14,false
6,31,48,false
30,3,45,false
81,4,85,false
26,57,51,false
37,60,85,false
92,5,17,false
94,43,45,false
12,59,72,false
5,98,60,false
9,43,98,false
67,84,99,false
36,64,35,false
65,32,71,false
56,25,59,false
99,8,62,false
71,86,72,false
95,17,62,false
67,62,58,false
10,37,21,false
53,32,74,false
13,67,27,false
18,56,44,false
97,43,67,false
44,53,69,false
48,35,95,false
61,47,7,false
34,72,66,false
59,96,31,false
31,41,48,false
9,70,68,false
36,29,47,false
81,42,26,false
0,12,36,false
94,7,84,false
53,3,7,false
59,43,21,false
44,95,11,false
49,56,99,false
93,26,75,false
26,93,98,true
19,19,48,false
85,76,14,false
25,19,57,false
52,13,63,false
62,5,96,false
6,45,90,false
99,67,91,false
11,38,43,false
93,13,47,false
20,51,62,false
68,34,64,false
50,49,2,false
2,2,22,false
75,45,56,false
77,43,91,false
9,26,36,false
95,74,43,true
53,11,88,false
61,92,30,false
20,60,90,false
23,84,1,false
93,6,70,false
13,99,36,false
82,6,78,false
21,16,70,false
67,44,19,false
84,90,14,false
12,22,25,false
36,6,67,false
21,84,98,false
51,46,75,false
93,5,53,false
63,61,57,false
48,72,5,false
99,25,73,false
93,0,76,false
42,49,17,false
35,40,14,false
97,41,8,false
39,56,6,false
40,55,18,false
33,44,96,false
72,12,35,false
24,75,54,false
51,76,24,false
93,86,82,true
69,83,6,false
39,95,82,true
6,95,74,false
5,21,67,false
43,51,86,false
81,12,90,false
82,75,84,true
22,6,31,false
5,99,63,false
13,58,4,false
87,65,3,false
22,54,22,false
67,19,87,false
10,23,90,false
61,67,54,false
16,71,5,false
95,1,12,false
48,47,93,false
95,45,56,false
29,13,39,false
40,1,9,false
67,69,53,false
82,79,54,false
74,55,17,false
14,59,10,false
20,47,22,false
94,61,40,false
51,53,47,false
71,19,16,false
51,9,55,false
92,12,91,false
67,99,96,false
98,59,57,true
57,69,25,false
15,15,78,false
64,41,25,false
67,96,50,true
10,77,46,false
5,51,85,false
71,99,61,false
36,66,25,false
83,41,15,false
37,84,90,false
74,10,46,false
95,28,95,true
69,51,10,false
87,54,23,false
40,18,93,false
26,91,8,false
38,19,80,false
33,37,15,false
29,51,90,false
87,80,11,false
47,56,11,false
49,71,23,false
56,96,28,false
41,17,4,false
81,20,58,false
53,34,69,false
84,81,0,false
28,10,87,false
28,74,33,false
79,56,66,false
61,74,51,false
0,76,46,false
91,16,20,false
86,13,18,false
17,24,76,false
55,99,69,true
30,49,23,false
28,98,4,false
78,24,13,false
85,16,82,false
66,35,31,false
32,20,24,false
53,11,70,false
34,68,60,false
44,81,24,false
92,40,8,false
0,29,87,false
21,93,21,false
11,15,11,false
40,76,99,false
58,47,75,false
2,82,71,false
87,11,67,false
35,66,44,false
42,69,10,false
71,65,9,false
11,24,59,false
87,90,32,false
81,56,9,false
0,77,44,false
24,56,29,false
32,99,31,false
82,30,51,false
71,87,13,false
96,39,38,false
93,55,86,false
84,50,52,false
93,79,45,true
10,56,0,false
74,78,84,true
78,99,38,false
50,11,66,false
6,54,39,false
93,52,54,false
77,34,61,false
60,58,62,false
88,3,83,false
17,29,79,false
69,89,31,false
82,91,72,true
57,33,88,false
53,36,52,false
14,20,1,false
28,55,67,false
54,39,74,false
98,64,34,false
86,59,53,false
11,99,19,false
59,63,94,true
78,46,65,false
29,57,54,false
67,97,96,false
31,66,51,false
55,96,50,false
11,79,47,false
41,52,88,false
7,30,91,false
1,43,92,false
89,71,36,false
73,57,61,false
51,7,25,false
37,61,94,false
98,62,44,false
3,32,21,false
15,46,56,false
53,39,3,false
53,84,8,false
12,37,4,false
55,23,37,false
77,49,18,false
13,48,58,false
73,50,55,false
69,19,83,false
84,27,90,false
